name,instance,type,image_id,metric,low,high,ave,median,launch_time
PLATFORM-V1,i-064d627315b5d36c6,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,53.0,81.0,60.880000000000003,61.0,2018-08-11 03:55:11+00:00,subnet-f29df896,vpc-fdb92d85
SIGNALING-FC,i-0637be5fa10059d0f,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,3.0,21.0,4.6200000000000001,4.0,2018-10-09 14:39:38+00:00,subnet-ab20ecf6,vpc-fdb92d85
CONSUL-SERVER,i-0118cd579123dd02d,m4.large,xen,hvm,x86_64,True,ami-e39f1099,,CPUUtilization,3.0833333331005002,3.9166666668218899,3.3799999999999999,3.3333333333333299,2017-11-28 11:42:00+00:00,subnet-ad3ff3f0,vpc-fdb92d85
SIGNALING-NFC,i-09334e4044c8f21b5,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,48.0,63.0,56.710000000000001,57.5,2018-08-13 14:56:34+00:00,subnet-b392f7d7,vpc-fdb92d85
PLATFORM-V1,i-013bfadcc60ddc5cf,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,58.0,64.0,61.170000000000002,61.5,2018-10-02 22:47:32+00:00,subnet-ad3ff3f0,vpc-fdb92d85
PLATFORM-V1,i-07422335557b66fba,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,53.0,81.0,58.039999999999999,56.5,2018-10-02 23:51:45+00:00,subnet-b911da96,vpc-fdb92d85
UNIFIER,i-00688c6220f4a1fb7,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,2.0,4.0,2.25,2.0,2018-08-26 19:10:41+00:00,subnet-260f6142,vpc-e4c4a49c
CASSANDRA,i-03ed9975ec40a4744,c3.4xlarge,xen,hvm,x86_64,True,ami-64111e73,,CPUUtilization,17.895833333799001,28.187499999379099,23.829999999999998,23.937500000077598,2018-03-18 11:54:22+00:00,,
PLATFORM-V1,i-08fff2a32296e889b,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,3.0,6.0,3.71,4.0,2018-08-27 07:54:29+00:00,subnet-8ad10cd7,vpc-e4c4a49c
P2P,i-0d6fc32f5a8601b16,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,53.666666666201003,77.796610170122904,65.780000000000001,65.453551912723555,2018-08-28 20:51:27+00:00,subnet-ab20ecf6,vpc-fdb92d85
KA,i-060067a53a9666a4a,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,2.0,4.0,2.46,2.0,2018-05-14 11:32:24+00:00,subnet-260f6142,vpc-e4c4a49c
UAT_FLIR_BRIEFCAM_ASG_CONSUMER,i-ab0656bd,t2.micro,xen,hvm,x86_64,False,ami-2051294a,UAT_FLIR_BRIEFCAMPU,CPUUtilization,0.169491525433595,0.66666666665696495,0.34000000000000002,0.33333333334060899,2016-09-29 19:03:41+00:00,subnet-c250b59b,vpc-72ce1417
P2P,i-0c4e63e773a84726c,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,44.749999999379099,71.949152542688594,57.399999999999999,54.58333333333335,2018-08-25 17:11:35+00:00,subnet-ab20ecf6,vpc-fdb92d85
Briefcam_PU_WIN12_C5_TST,i-0c34c17dc11f84e1a,c5.2xlarge,xen,hvm,x86_64,True,ami-0fba87d7f8c8744d4,Briefcam_WIN12,CPUUtilization,0.0,25.0,2.9399999999999999,0.0,2018-11-20 16:40:51+00:00,subnet-fe6561d6,vpc-72ce1417
PLATFORM-V1,i-02e276a5fcebb4780,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,53.0,73.0,62.960000000000001,64.5,2018-11-14 10:22:05+00:00,subnet-f29df896,vpc-fdb92d85
PLATFORM-V1,i-05faa1d55a3858a23,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,51.0,81.0,61.710000000000001,61.0,2018-11-14 10:22:05+00:00,subnet-f29df896,vpc-fdb92d85
PLATFORM-V1,i-0b18a11965ab41f51,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,56.0,84.0,61.5,61.0,2018-07-30 16:20:47+00:00,subnet-ad3ff3f0,vpc-fdb92d85
P2P,i-0400cd8dc80af2dc0,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,49.830508474615698,69.833333333372096,60.270000000000003,61.583333333352698,2018-10-29 14:36:36+00:00,subnet-db2fe4f4,vpc-fdb92d85
OSNACCT,i-07cc2c2391f60a548,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,2.0,5.0,2.6699999999999999,2.5,2018-09-03 08:46:37+00:00,subnet-260f6142,vpc-e4c4a49c
OSNACCT,i-08b7c7fe17ed035ef,m5.xlarge,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,6.0,12.0,8.25,8.0,2018-08-13 06:15:42+00:00,subnet-f29df896,vpc-fdb92d85
P2P,i-0a50ab7ebffb16c66,m3.large,xen,hvm,x86_64,False,ami-e39f1099,,CPUUtilization,43.000000001241801,69.750000002483503,56.560000000000002,57.291666668218902,2017-11-21 20:10:44+00:00,subnet-db2fe4f4,vpc-fdb92d85
P2P,i-0b3cf2ed2a9d476ac,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,46.999999999534303,71.166666666200996,58.740000000000002,58.166666666899502,2018-08-26 06:42:02+00:00,subnet-ab20ecf6,vpc-fdb92d85
PLATFORM-V1,i-0c2206f9b902669ee,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,50.0,79.0,57.0,56.0,2018-07-30 15:36:08+00:00,subnet-f29df896,vpc-fdb92d85
PLATFORM-V1,i-043e67a2c3f088b6e,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,52.0,81.0,59.670000000000002,59.0,2018-07-30 14:00:14+00:00,subnet-b911da96,vpc-fdb92d85
CASSANDRA,i-01437ede62579c304,c3.4xlarge,xen,hvm,x86_64,True,ami-64111e73,,CPUUtilization,15.840163936869001,27.298728812296499,21.559999999999999,21.473958333954201,2017-01-23 09:55:35+00:00,,
DATASERVICE-V2,i-0884d3190123e6703,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,3.0,5.0,3.25,3.0,2018-08-28 09:25:13+00:00,subnet-260f6142,vpc-e4c4a49c
P2P,i-0b64c4c6bbb8d176c,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,45.666666665735299,72.796610169807195,59.210000000000001,61.348870056497148,2018-07-27 01:25:26+00:00,subnet-ab20ecf6,vpc-fdb92d85
PROD_FLIR_BRIEFCAM_PU-ASG,i-01a4fa2188184d6fc,c4.4xlarge,xen,hvm,x86_64,False,ami-f5384ee3,PROD_FLIR_BRIEFCAMPU,CPUUtilization,29.302083333313899,99.708333333352797,76.069999999999993,74.854166666652105,2018-10-31 20:56:58+00:00,subnet-fe6561d6,vpc-72ce1417
SYSACCT,i-026310bac9f7634fa,m3.large,xen,hvm,x86_64,False,ami-64111e73,,CPUUtilization,2.66666666666424,52.9166666666667,7.5700000000000003,2.71186440677719,2018-10-29 12:40:36+00:00,,
P2P,i-0c2dc694b19534ee5,m3.large,xen,hvm,x86_64,False,ami-e39f1099,,CPUUtilization,42.9166666666667,67.999999998137397,56.640000000000001,56.374999998758248,2017-11-21 19:31:07+00:00,subnet-db2fe4f4,vpc-fdb92d85
PLATFORM-V1,i-08c996f76f08d46e7,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,53.0,82.0,60.619999999999997,60.0,2018-07-30 13:57:12+00:00,subnet-ad3ff3f0,vpc-fdb92d85
PLATFORM-V1,i-0efabf76faed0b87e,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,49.0,78.0,57.670000000000002,57.0,2018-07-30 15:48:33+00:00,subnet-f29df896,vpc-fdb92d85
WT,i-016b8f853ebacf845,m4.large,xen,hvm,x86_64,True,ami-e39f1099,,CPUUtilization,1.9491525424123399,20.666666666608499,6.3799999999999999,6.7916666666375649,2018-09-06 13:39:28+00:00,subnet-b392f7d7,vpc-fdb92d85
PLATFORM-V1,i-0568fcd0a0c5060c1,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,55.0,84.0,62.0,60.0,2018-07-30 16:14:50+00:00,subnet-f29df896,vpc-fdb92d85
PLATFORM-V1,i-016bd84aab63cd77c,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,57.0,66.0,61.670000000000002,62.0,2018-07-30 16:14:50+00:00,subnet-f29df896,vpc-fdb92d85
PROD_FLIR_BRIEFCAM_ASG_CONSUMER,i-07301c11,t2.micro,xen,hvm,x86_64,False,ami-2051294a,PROD_FLIR_BRIEFCAMPU,CPUUtilization,0.33333333332848297,0.84745762711864403,0.35999999999999999,0.338983050842525,2016-10-04 17:36:07+00:00,subnet-c250b59b,vpc-72ce1417
PLATFORM-V1,i-0814ed044c1453c23,c5.xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,48.0,78.0,54.25,54.0,2018-10-02 12:52:07+00:00,subnet-b911da96,vpc-fdb92d85
DATASERVICE-V2,i-0141c00341a146ec4,c4.2xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,57.937499999922402,67.229166666511404,63.039999999999999,63.550670904052801,2018-10-29 11:30:43+00:00,subnet-f29df896,vpc-fdb92d85
DATASERVICE-V2,i-0ff77a0fcce47e600,c4.2xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,58.9583333333333,73.374999999844803,65.200000000000003,65.270833333294547,2018-10-29 11:30:43+00:00,subnet-f29df896,vpc-fdb92d85
DATASERVICE-V2,i-0ef1c6c4fed62986e,c4.2xlarge,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,55.812499999883599,67.666666666821897,62.219999999999999,63.08333333339155,2018-10-29 11:30:43+00:00,subnet-f29df896,vpc-fdb92d85
CASSANDRA,i-09ba935a17d328a4f,c3.4xlarge,xen,hvm,x86_64,True,ami-64111e73,,CPUUtilization,58.230932202127001,78.75,65.019999999999996,64.4270833333333,2017-08-16 15:07:43+00:00,,
UAT_FLIR_A-WOWZA4,i-0695a899c7af1bb22,m3.large,xen,paravirtual,x86_64,False,ami-c5b534d3,,CPUUtilization,3.41666666667152,4.0000000000145501,3.5299999999999998,3.4583333333284849,2018-10-17 14:06:06+00:00,,
PROD_FLIR_A-WOWZA4,i-0cccb7237a255138e,m3.large,xen,paravirtual,x86_64,False,ami-c5b534d3,,CPUUtilization,3.8333333333381798,31.166666666661801,11.869999999999999,8.8333333333381852,2018-07-26 23:52:11+00:00,,
PROD_FLIR_BRIEFCAM_PU-ASG,i-0d3e81880bc008aa8,c4.4xlarge,xen,hvm,x86_64,False,ami-f5384ee3,PROD_FLIR_BRIEFCAMPU,CPUUtilization,12.802083333323599,99.406249999980602,75.549999999999997,84.010416666642399,2018-10-31 20:56:58+00:00,subnet-c250b59b,vpc-72ce1417
NTF,i-0fdc92e32d8addeed,c5.xlarge,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,1.0,1.0,1.0,1.0,2018-10-30 01:10:29+00:00,subnet-b911da96,vpc-fdb92d85
CLIENT-AUTH-SERVICE,i-07c2c0c59a885ebc6,m5.large,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,1.0,1.0,1.0,1.0,2018-09-03 09:08:47+00:00,subnet-8ad10cd7,vpc-e4c4a49c
P2P,i-0f16c8ffd5fc71737,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,49.333333333294497,72.5,60.909999999999997,60.499999999980602,2018-10-31 09:44:08+00:00,subnet-db2fe4f4,vpc-fdb92d85
P2P,i-0c41f7d9c8a510c24,m3.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,36.6666666666667,64.083333333255695,53.159999999999997,55.749999999922352,2018-10-31 09:44:08+00:00,subnet-db2fe4f4,vpc-fdb92d85
P2P,i-0713b8ea729064f1c,m5.large,xen,hvm,x86_64,False,ami-76447d0c,,CPUUtilization,2.0,3.0,2.1699999999999999,2.0,2018-07-23 14:37:12+00:00,subnet-72ca172f,vpc-e4c4a49c
NTF,i-0af76101ba738e383,c5.xlarge,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,15.0,32.0,23.75,25.0,2018-08-09 19:13:42+00:00,subnet-b911da96,vpc-fdb92d85
NTF,i-07d953d06533888f4,c5.xlarge,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,5.0,15.0,9.4199999999999999,9.0,2018-08-09 19:13:42+00:00,subnet-b911da96,vpc-fdb92d85
CASSANDRA,i-06f939903dda4713e,c3.4xlarge,xen,hvm,x86_64,True,ami-64111e73,,CPUUtilization,42.947916667908402,57.270833334575102,51.079999999999998,51.895833335196002,2017-08-09 07:59:49+00:00,,
OSNACCT,i-06a1808ce7c2aef39,m5.xlarge,xen,hvm,x86_64,True,ami-76447d0c,,CPUUtilization,4.0,10.0,7.29,7.0,2018-08-13 06:37:00+00:00,subnet-b911da96,vpc-fdb92d85
